Unnamed: 0,Time,User,Tweet,Location,Retweets,sentiment
141,2023-05-20 12:13:46+00:00,IAmNotRonHoward,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…",,101,neutral
142,2023-05-20 12:13:33+00:00,LiLDELain,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…",Of Thoughts,101,neutral
143,2023-05-20 12:07:50+00:00,westratenick,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",,204,negative
144,2023-05-20 12:05:04+00:00,quinnmaluv,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,your mom,23,negative
145,2023-05-20 12:03:39+00:00,hayes__aidan,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…","Atlanta, GA",101,neutral
146,2023-05-20 12:02:58+00:00,Thocerwan,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…","Amiens, France",204,negative
147,2023-05-20 12:02:51+00:00,natsgirl12,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…",,101,neutral
148,2023-05-20 12:02:47+00:00,TheCGDL,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,"City, Guatemala",260,neutral
149,2023-05-20 12:02:44+00:00,grraviton,"AI can replace actors. The movie Gemini Man, they created a younger clone of Will Smith. Robin Williams's face is not allowed to be cloned. Paul Walker was brought to life in Furious 7
https://t.co/3MOpQoWpgE",Andromeda ,0,neutral
150,2023-05-20 12:02:31+00:00,bp_jamal,@Reuters We won’t need actors or writers soon thanks to AI,,0,positive
151,2023-05-20 12:01:54+00:00,Chibi_shinigami,"@HaiVu41395821 @ErikaHarlacher Would you like it if you got fired and replaced by robots/AI because you couldn’t make it for a day?

Voice actors might lose job because people might opt for AI generated (cheaper)
Also VA have schedule, both side will make schedule base on each other availability normally",Somewhere Nowhere,0,negative
152,2023-05-20 12:01:05+00:00,dontgiveameow,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",,224,positive
153,2023-05-20 11:58:49+00:00,HylianBelmont,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,Somewhere in England.,260,neutral
154,2023-05-20 11:58:12+00:00,IllustratorRcn,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,"Modesto, CA",23,negative
155,2023-05-20 11:57:37+00:00,RavingRacer,@WallStreetSilv It's the not just the actors and writers etc. that will be replaced by Ai it's the big movie studios themselves. People will be able to create movies from their bedrooms.,"Manchester, England",0,positive
156,2023-05-20 11:57:29+00:00,juggernautjunki,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,317,negative
157,2023-05-20 11:56:23+00:00,lilseoulbaby,"@WallStreetSilv Protesting only going to accelerate the use of AI. See: McDonalds

That being said, this could spark a niche of creators that want to make their own movies with real actors (be the change you wish to see)",Bullish on life,0,positive
158,2023-05-20 11:54:16+00:00,l2VdWgTwq4TcilT,RT @WGAEast: “the industry has been upending the writers and actors and directors for a very long time... including the use of AI. It strik…,"上海, 中华人民共和国",74,positive
159,2023-05-20 11:51:53+00:00,RenHarukun,"Check out much more on Bilibili Comics - search ""Best Actors Apartment"" and favorite!

#AdventureTime #AI #AnimeArt
 https://t.co/fxUedsqy4g https://t.co/cWFnZYKtPV",National Capital Region,0,positive
160,2023-05-20 11:50:46+00:00,KingofPrinnies,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,,23,negative
161,2023-05-20 11:46:15+00:00,crownedexalt,@fate_unchanged there’s so much love and care put into voice acting and this fucking loser is like Erm it’s actually way easier to replace actors with ai,20 he/him,0,positive
162,2023-05-20 11:44:07+00:00,astranomiconn,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,Dream Zanarkand,260,neutral
163,2023-05-20 11:41:51+00:00,BharathShiva4,"Picture a film shot in one language being seamlessly translated and dubbed using https://t.co/AkKifNrOmD's AI, while TrueSync synchronizes the actors' lip movements to match the dubbed language. 🌐💬🎬","Chennai, India",0,positive
164,2023-05-20 11:41:45+00:00,DicusPicus,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Los Angeles, CA",317,negative
165,2023-05-20 11:39:10+00:00,MontanaRed,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",she/her/hers,108,positive
166,2023-05-20 11:36:02+00:00,eddycarra_,@WallStreetSilv The day that an AI movie gets great reviews is the day all actors take a hair cut in what they charge. If you can make a movie like Avatar or Up fully A.I. there is no stopping anyone.,Cardano,0,neutral
167,2023-05-20 11:33:57+00:00,GoogleEyes_,"AI Takes Over the Silver Screen - What's Next for Human Actors? https://t.co/NOmm9s6B3U via @YouTube 

AI Character Short",Slave of the Borg,0,neutral
168,2023-05-20 11:32:33+00:00,SummonClare,"RT @MicheleKnotz: @elevenlabsio is currently using voice actors' voices illegally with AI. 

https://t.co/FbeEFc82S2

""Pokemon Cosmic Quest…",Somewhere ,118,positive
169,2023-05-20 11:31:53+00:00,rosicrucian1970,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…","Sacramento, CA",101,neutral
170,2023-05-20 11:31:38+00:00,MEGUjuke,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,Guiyang,23,negative
171,2023-05-20 11:28:42+00:00,dorianaria,Good thing actors and writers striking will stop AI. Because it’s not like AI can replace actors and writers… exactly like it’s doing and they’re striking about… https://t.co/NieIyu75ol,"Tampa, FL",0,positive
172,2023-05-20 11:27:23+00:00,nisn_2,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,de,317,negative
173,2023-05-20 11:27:20+00:00,CultureFactotum,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…",Nidavellir,101,neutral
174,2023-05-20 11:26:25+00:00,EligoDesign_,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,,23,negative
175,2023-05-20 11:25:52+00:00,__namelessbard,I feel so bad for voice actors since AI is a thing ☹️,,0,negative
176,2023-05-20 11:25:43+00:00,Ready2D60203704,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,New York to get snipp,317,negative
177,2023-05-20 11:25:18+00:00,reallykellyreal,@ANIMATIONWorld Wonder what would happen if the actors went on strike in support of the writers?    What are they going to do have Ai replace them too.    .   The story belongs to the writers that started the story and those who came along through the journey . There irreplaceable .,"California, USA",0,positive
178,2023-05-20 11:23:45+00:00,Euvari,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,,23,negative
179,2023-05-20 11:22:14+00:00,partial_bouquet,"RT @kaludiasays: TLDR, they’re snake oil salesmen selling Hollywood a tool they DONT need - using AI to make the actors’ faces look like th…",,11,positive
180,2023-05-20 11:19:41+00:00,Missingno123311,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,,260,neutral
181,2023-05-20 11:18:18+00:00,samdownie,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…","Films, TV, Radio & Music",101,neutral
182,2023-05-20 11:16:44+00:00,4_Sobo,"@WallStreetSilv Good maybe AI will come with some original content, not just remakes with different woke actors.",,0,positive
183,2023-05-20 11:14:50+00:00,joannehathaway7,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…",,101,neutral
184,2023-05-20 11:14:42+00:00,MaybeImALion,RT @dom_dinh: they’ve even resorted to modelling AI after late voice actors; completely unethical and disrespectful to the ones that came b…,,7,negative
185,2023-05-20 11:13:02+00:00,ChihiroAE21_,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,,260,neutral
186,2023-05-20 11:11:17+00:00,TommoTheCabbit,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,,260,neutral
187,2023-05-20 11:10:38+00:00,asalgadoborge,"""Access to ai technology will be far more democratised than seemed possible ... On the plus side, it makes monopolistic control...far less likely. But easier access to ai also means bad actors will be able to fine-tune systems for nefarious purposes...""

https://t.co/XelDKHfr3L",UK,0,negative
188,2023-05-20 11:10:03+00:00,RohTheWerewolf,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,317,negative
189,2023-05-20 11:09:32+00:00,ImaPaperNinja,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,,260,neutral
190,2023-05-20 11:09:27+00:00,mrsfafo,"RT @JustineBateman: Show them how it’s done. 

They want to replace us w/ #AI? Chop up our past scripts &amp; bring out resulting patchwork fil…",,101,neutral
191,2023-05-20 11:08:38+00:00,yarg_bor,RT @Lisalisejam: 1/1 Hey Guys! Just a note.. I'm all about #Fandom and fan subs. But #AI makes things weird. Cloning an actors voice withou…,United Kingdom,260,neutral
192,2023-05-20 11:07:40+00:00,morelandwriter,RT @MerrillBarr: As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes…,Behind the sofa,61,positive
193,2023-05-20 11:04:34+00:00,OrangeUtanBad,"@WallStreetSilv There will be no actors in the future. Why? Because we have enough Actor Icons that are manifested in your movie history. So, as she pointed out correctly, for the movie industry it will be much more easy to create movies with the help of AI instead of using real humans as actors",Orangistan,0,positive
194,2023-05-20 11:00:22+00:00,GaryDarnell20,"@WallStreetSilv Regrettably, AGI is coming for all of us.  Actors are going to find out that script writing is easily done by AI and that actors images or a “new” actor can be produced by computers. Many of the so called “stars” who have acted entitled, will shortly be out of work.",,0,positive
195,2023-05-20 10:59:47+00:00,molargriits,RT @ShotOne_: Important issues like what? Facilitating theft? Depriving indie creators of jobs? Screw that. We'll ALWAYS support real voice…,,32,positive
196,2023-05-20 10:57:50+00:00,mariofan48,RT @ShotOne_: Important issues like what? Facilitating theft? Depriving indie creators of jobs? Screw that. We'll ALWAYS support real voice…,,32,positive
197,2023-05-20 10:57:45+00:00,InvsbleObsrvr13,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",,868,neutral
198,2023-05-20 10:57:10+00:00,InvsbleObsrvr13,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
199,2023-05-20 10:56:08+00:00,pabruva,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…","Valencia, Spain",224,positive
200,2023-05-20 10:54:51+00:00,adrienlerequin,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,,23,negative
201,2023-05-20 10:53:38+00:00,B0osti0,What did voice actors do to make Ai makers be there nr1 haters https://t.co/yiAUL9uEhW,"17, He/Him ",0,positive
202,2023-05-20 10:51:12+00:00,Xalio2012,"@baadsheepmedia @WallStreetSilv Yes, AI will be better at that, if it isn’t already. Through the internet and other channels we are constantly feeding it information about how we humans think, so AI can use that in ways human actors never could.",,0,positive
203,2023-05-20 10:48:39+00:00,INemmed,RT @tprstly: Are voice actors part of the WGA strikes or the Hollywood actors strike vote? Because generative AI is about to rob this profe…,Chile,23,negative
204,2023-05-20 10:46:36+00:00,ZimLens,"@WallStreetSilv No AI will replace live acting. 
Theatre is coming back soon, real Actors with Skill.",,0,neutral
205,2023-05-20 10:42:57+00:00,Bajageoff,If the USA institutes controls on AI how will they be employed against actors in other countries?,Portugal,0,neutral
